lat;lng;icon;popup;image;text;text2;text3;text4;name
13.32327;-81.38302;images/icon14.png;Manchneel Bay;images/hoyoSoplador.jpg;Manchneel Bay es una playa en Providencia que recibe su nombre por los árboles de manzanillo, que producen un fruto de rico aroma pero venenoso. Es una playa de arena coralina que aparece entre el bosque sobre el extremo sur de Providencia, preferida por muchos isleños para darse un chapuzón e irse de paseo con la familia. En fechas especiales, como el 25 de diciembre, el 1º de enero y la Semana Santa, es común encontrar la playa llena de familias reunidas que preparan ollas de comida y disfrutan del mar y la arena. Además, aquí se organiza otra de las tradiciones culturales más importantes de Providencia y Santa Catalina: las regatas de veleros tradicionales o catboats.  ;Construidos localmente por carpinteros isleños poseedores de un profundo conocimiento pasado de generación en generación, estas embarcaciones pintadas de un azul brillante son el orgullo de sus dueños y tripulantes, quienes compiten en carreras que salen de Manchneel para alcanzar la meta en los cayos Tres Hermanos (Three Brothers Keys), alrededor de una hora después. En las competencias, que se suelen disputar los sábados por la tarde, aunque no con tanta frecuencia como antes, la playa se llena de espectadores, quienes acompañan todo el proceso, desde la llegada de los barcos, la organización de las velas multicolores, hasta la señal de partida, cuando la regata empieza y el público debe moverse, por tierra o por mar, para seguir a los veleros. Entonces la playa vuelve a quedar vacía, a la espera de una nueva carrera, un encuentro familiar o un visitante interesado en apreciar su tranquilidad y belleza.   ;;;24. Manchneel Bay
13.36749;-81.37457;images/icon52.png;Old Town;images/hoyoSoplador.jpg;Aunque los indígenas miskitos de la costa caribe de Centroamérica fueron los primeros en visitar el archipiélago, donde cazaban tortugas y recolectaban productos del bosque seco, fueron los puritanos ingleses los primeros en establecerse en ellas de manera permanente. Los puritanos –llamados así por su religión– llegaron a las islas en 1629 con el propósito de crear una colonia agrícola, y se asentaron sobre el borde de la bahía de Providencia, que tomó después el nombre de New Westminster. Los motivos para ubicarse allí tenían que ver con la vista sobre el canal de entrada a la bahía, uno de los pocos que permite el arrecife de Providencia, con lo que podían controlar el acercamiento de cualquier barco, lo cual era muy importante en una época en que piratas y corsarios surcaban el mar Caribe, al tiempo que los poderes europeos se disputaban entre sí los diferentes territorios. Otros motivos poderosos eran la cercanía de agua dulce en un arroyo permanente, hoy conocido como Bowden, y la fertilidad de las tierras aledañas, apropiadas para el cultivo.    ;No obstante, la colonia agrícola de los puritanos no tuvo mucho éxito, y después de intentar con una diversidad de cultivos que fracasaron, descubrieron que era más efectivo establecer vínculos con los corsarios británicos y holandeses, y servir como base para el contrabando y los asaltos, así como para las primeras expediciones de los ingleses a Centroamérica. Este vínculo con la piratería no les gustó a los españoles, cuyos barcos cargados de oro americano pasaban cerca de las islas en su ruta de Portobello (hoy Colón) hacia Jamaica y después España, por lo que decidieron tomarse las islas, lo cual consiguieron después de un par de intentos, en 1641. Tras esto, expulsaron a los puritanos y las islas permanecieron parcialmente abandonadas durante casi un siglo, salvo por las visitas de piratas y corsarios, y las ocasionales incursiones de británicos y españoles que buscaban controlarlas, hasta que hacia 1730 ingleses provenientes de Jamaica se asentaron allí. ;En esta segunda colonización, que se convertiría en la definitiva y que daría origen a la actual sociedad isleña, la capital se movió un poco hacia el norte de donde se había localizado New Westminster, ubicándose en el sitio donde se halla actualmente, conocido como Town o Santa Isabel, donde las ventajas de control sobre la bahía se mantenían. El nombre del sector de Old Town o Pueblo Viejo se mantuvo como recuerdo del lugar donde alguna vez quedó el primer asentamiento de los europeos en las islas, si bien hoy ya pocos recuerdan su origen. En la actualidad, Old Town es uno de los sectores más poblados de la isla, donde además se localizan el Colegio Junín, el estadio de béisbol, la Casa Lúdica, la Cooperativa de Pescadores y la playa de Old Town, fuera de algunos restaurantes de comidas rápidas y posadas nativas, que residentes y turistas pueden visitar por igual.;;25. Old Town
13.53333;-80.05;images/icon16.png;Pesca artesanal en cayo Roncador;images/hoyoSoplador.jpg;La pesca artesanal y la recolección de especies marinas como el caracol pala y la langosta espinosa son actividades fundamentales para la vida del pueblo raizal del archipiélago. Rodeados por el mar de los siete colores, desde hace siglos los isleños aprendieron a hacer uso de éste para satisfacer gran parte de sus necesidades básicas de alimento, para lo cual desarrollaron un amplio conocimiento que se expresa en artes, prácticas y tradiciones que son, además, un testimonio de lo antiguo de esta relación. Como parte de esto existe lo que podemos llamar una geografía marítima ancestral, esto es, un espacio conocido y nombrado que conforma un mapa mental compartido, en el cual los pescadores son capaces de localizarse según sus intereses, y encontrar las especies que necesitan. De este modo, al igual que ocurre en la tierra, el mar también está lleno de nombres que hacen referencia a las características naturales del entorno, a personajes de la historia oral o a sucesos que han ocurrido, y que aparte de servir como referencia, son formas de recordar la historia y la memoria de los raizales en relación con el mar. ;Si bien son muchos los lugares y nombres que pueblan el mar del archipiélago, en esta ocasión hemos querido hablar de cinco de los más lejanos, pero no por ello menos importantes. Se trata de los cayos y bancos de Albuquerque, Bolívar, Roncador, Serrana y Quitasueño, ubicados al sur, al este y al norte de las islas, los cuales forman una parte fundamental del territorio de pesca ancestral de los isleños. Los dos primeros, llamados por los isleños Southsouthwest Cay y Eastsoutheast Cay, nombres que responden a su ubicación geográfica con respecto a las islas, han sido visitados tradicionalmente por los pescadores sanandresanos, mientras que los tres últimos, llamados Roncaduor, Serrinas y Quenna por la comunidad, constituyen sobre todo el territorio de los pescadores de Providencia y Santa Catalina, aunque también los sanandresanos van allá porque son más grandes y más ricos en pesca que aquellos localizados en el sur. Estos complejos arrecifales oceánicos de aguas de múltiples colores, donde afloran cayos de arenas blancas, han sido visitados de manera regular por los isleños raizales al menos desde el siglo XVIII, cuando realizaban faenas de caza de tortugas y recolección de huevos de aves marinas, actividades que servían para producir alimento y crear relaciones comerciales con los pueblos de Centroamérica y otros lugares del Caribe, en una época en la cual las islas eran casi autosuficientes.  En ese entonces, los pescadores visitaban los cayos en goletas y permanecían en ellos durante semanas, dedicados a la caza y la recolección, durmiendo en refugios construidos con palmas traídas desde las islas, comiendo lo que el mar les entregaba y conservando los resultados de la pesca con sal y humo. Dichas actividades se mantuvieron hasta la mitad del siglo XX, cuando se transformaron en faenas de pesca artesanal de diversa índole, con línea de mano, palangre vertical y buceo, que empezaron a ganar importancia hacia 1960, con el aumento de la población y el boom del turismo en San Andrés. Hasta el día de hoy, los pescadores artesanales continúan visitando estos cinco bancos de pesca, los cuales son de especial importancia para la pesca artesanal comercial, aunque las dinámicas han cambiado.;En la actualidad, las faenas son más cortas, de aproximadamente una o dos semanas. Las embarcaciones utilizan gasolina y no velas, y el uso de congeladores y hielo facilita el trabajo, pues no es necesario salar o ahumar el pescado. En los cayos del sur aun los pescadores de San Andrés suelen bajarse para dormir, e incluso existe la tradición de dejar alimentos en el cayo, que puedan usar los próximos visitantes. Mientras tanto, en los cayos del norte, con la llegada de los puestos militares en la década de los ochenta los pescadores ya no se bajan con frecuencia, puesto que deben tener autorización para hacerlo, aparte de que prefieren dormir en sus lanchas y barcos, algunos de los cuales ya están acondicionados para ello. Otro cambio clave es la presencia de pescadores industriales, en barcos provenientes del continente que compiten con los artesanales y crean continuas tensiones que no se han resuelto. ;Aun así, pese a los cambios, estos sitios siguen siendo fundamentales para la pesca isleña, y muchos jóvenes pescadores sueñan con la oportunidad de participar en una faena en los cayos, que es también una forma de probar las habilidades en el mar, uno de los grandes orgullos de los hombres isleños. Por otra parte, estos cayos y bancos son poco frecuentados por los turistas a pesar de su impresionante belleza, pues la mayoría se localiza a una distancia considerable de las islas y se carece de una infraestructura adecuada, lo que sin duda también los ha mantenido como lugares paradisiacos y con pocos cambios. Sólo Eastsoutheast Cay o Cayo Bolívar, el más cercano a San Andrés, ofrece esta posibilidad, y existen servicios que llevan visitantes a conocer esta pequeña joya en el medio del mar del archipiélago.;26. Pesca artesanal en cayo Roncador
14.33333;-80.26666;images/icon16.png;Pesca artesanal en Banco Serrana;images/hoyoSoplador.jpg;La pesca artesanal y la recolección de especies marinas como el caracol pala y la langosta espinosa son actividades fundamentales para la vida del pueblo raizal del archipiélago. Rodeados por el mar de los siete colores, desde hace siglos los isleños aprendieron a hacer uso de éste para satisfacer gran parte de sus necesidades básicas de alimento, para lo cual desarrollaron un amplio conocimiento que se expresa en artes, prácticas y tradiciones que son, además, un testimonio de lo antiguo de esta relación. Como parte de esto existe lo que podemos llamar una geografía marítima ancestral, esto es, un espacio conocido y nombrado que conforma un mapa mental compartido, en el cual los pescadores son capaces de localizarse según sus intereses, y encontrar las especies que necesitan. De este modo, al igual que ocurre en la tierra, el mar también está lleno de nombres que hacen referencia a las características naturales del entorno, a personajes de la historia oral o a sucesos que han ocurrido, y que aparte de servir como referencia, son formas de recordar la historia y la memoria de los raizales en relación con el mar. ;Si bien son muchos los lugares y nombres que pueblan el mar del archipiélago, en esta ocasión hemos querido hablar de cinco de los más lejanos, pero no por ello menos importantes. Se trata de los cayos y bancos de Albuquerque, Bolívar, Roncador, Serrana y Quitasueño, ubicados al sur, al este y al norte de las islas, los cuales forman una parte fundamental del territorio de pesca ancestral de los isleños. Los dos primeros, llamados por los isleños Southsouthwest Cay y Eastsoutheast Cay, nombres que responden a su ubicación geográfica con respecto a las islas, han sido visitados tradicionalmente por los pescadores sanandresanos, mientras que los tres últimos, llamados Roncaduor, Serrinas y Quenna por la comunidad, constituyen sobre todo el territorio de los pescadores de Providencia y Santa Catalina, aunque también los sanandresanos van allá porque son más grandes y más ricos en pesca que aquellos localizados en el sur. Estos complejos arrecifales oceánicos de aguas de múltiples colores, donde afloran cayos de arenas blancas, han sido visitados de manera regular por los isleños raizales al menos desde el siglo XVIII, cuando realizaban faenas de caza de tortugas y recolección de huevos de aves marinas, actividades que servían para producir alimento y crear relaciones comerciales con los pueblos de Centroamérica y otros lugares del Caribe, en una época en la cual las islas eran casi autosuficientes.  En ese entonces, los pescadores visitaban los cayos en goletas y permanecían en ellos durante semanas, dedicados a la caza y la recolección, durmiendo en refugios construidos con palmas traídas desde las islas, comiendo lo que el mar les entregaba y conservando los resultados de la pesca con sal y humo. Dichas actividades se mantuvieron hasta la mitad del siglo XX, cuando se transformaron en faenas de pesca artesanal de diversa índole, con línea de mano, palangre vertical y buceo, que empezaron a ganar importancia hacia 1960, con el aumento de la población y el boom del turismo en San Andrés. Hasta el día de hoy, los pescadores artesanales continúan visitando estos cinco bancos de pesca, los cuales son de especial importancia para la pesca artesanal comercial, aunque las dinámicas han cambiado.;En la actualidad, las faenas son más cortas, de aproximadamente una o dos semanas. Las embarcaciones utilizan gasolina y no velas, y el uso de congeladores y hielo facilita el trabajo, pues no es necesario salar o ahumar el pescado. En los cayos del sur aun los pescadores de San Andrés suelen bajarse para dormir, e incluso existe la tradición de dejar alimentos en el cayo, que puedan usar los próximos visitantes. Mientras tanto, en los cayos del norte, con la llegada de los puestos militares en la década de los ochenta los pescadores ya no se bajan con frecuencia, puesto que deben tener autorización para hacerlo, aparte de que prefieren dormir en sus lanchas y barcos, algunos de los cuales ya están acondicionados para ello. Otro cambio clave es la presencia de pescadores industriales, en barcos provenientes del continente que compiten con los artesanales y crean continuas tensiones que no se han resuelto. ;Aun así, pese a los cambios, estos sitios siguen siendo fundamentales para la pesca isleña, y muchos jóvenes pescadores sueñan con la oportunidad de participar en una faena en los cayos, que es también una forma de probar las habilidades en el mar, uno de los grandes orgullos de los hombres isleños. Por otra parte, estos cayos y bancos son poco frecuentados por los turistas a pesar de su impresionante belleza, pues la mayoría se localiza a una distancia considerable de las islas y se carece de una infraestructura adecuada, lo que sin duda también los ha mantenido como lugares paradisiacos y con pocos cambios. Sólo Eastsoutheast Cay o Cayo Bolívar, el más cercano a San Andrés, ofrece esta posibilidad, y existen servicios que llevan visitantes a conocer esta pequeña joya en el medio del mar del archipiélago.;27. Pesca artesanal en Banco Serrana
14.31666;-81.16666;images/icon16.png;Pesca artesanal en Banco Quitasueño;images/hoyoSoplador.jpg;La pesca artesanal y la recolección de especies marinas como el caracol pala y la langosta espinosa son actividades fundamentales para la vida del pueblo raizal del archipiélago. Rodeados por el mar de los siete colores, desde hace siglos los isleños aprendieron a hacer uso de éste para satisfacer gran parte de sus necesidades básicas de alimento, para lo cual desarrollaron un amplio conocimiento que se expresa en artes, prácticas y tradiciones que son, además, un testimonio de lo antiguo de esta relación. Como parte de esto existe lo que podemos llamar una geografía marítima ancestral, esto es, un espacio conocido y nombrado que conforma un mapa mental compartido, en el cual los pescadores son capaces de localizarse según sus intereses, y encontrar las especies que necesitan. De este modo, al igual que ocurre en la tierra, el mar también está lleno de nombres que hacen referencia a las características naturales del entorno, a personajes de la historia oral o a sucesos que han ocurrido, y que aparte de servir como referencia, son formas de recordar la historia y la memoria de los raizales en relación con el mar. ;Si bien son muchos los lugares y nombres que pueblan el mar del archipiélago, en esta ocasión hemos querido hablar de cinco de los más lejanos, pero no por ello menos importantes. Se trata de los cayos y bancos de Albuquerque, Bolívar, Roncador, Serrana y Quitasueño, ubicados al sur, al este y al norte de las islas, los cuales forman una parte fundamental del territorio de pesca ancestral de los isleños. Los dos primeros, llamados por los isleños Southsouthwest Cay y Eastsoutheast Cay, nombres que responden a su ubicación geográfica con respecto a las islas, han sido visitados tradicionalmente por los pescadores sanandresanos, mientras que los tres últimos, llamados Roncaduor, Serrinas y Quenna por la comunidad, constituyen sobre todo el territorio de los pescadores de Providencia y Santa Catalina, aunque también los sanandresanos van allá porque son más grandes y más ricos en pesca que aquellos localizados en el sur. Estos complejos arrecifales oceánicos de aguas de múltiples colores, donde afloran cayos de arenas blancas, han sido visitados de manera regular por los isleños raizales al menos desde el siglo XVIII, cuando realizaban faenas de caza de tortugas y recolección de huevos de aves marinas, actividades que servían para producir alimento y crear relaciones comerciales con los pueblos de Centroamérica y otros lugares del Caribe, en una época en la cual las islas eran casi autosuficientes.  En ese entonces, los pescadores visitaban los cayos en goletas y permanecían en ellos durante semanas, dedicados a la caza y la recolección, durmiendo en refugios construidos con palmas traídas desde las islas, comiendo lo que el mar les entregaba y conservando los resultados de la pesca con sal y humo. Dichas actividades se mantuvieron hasta la mitad del siglo XX, cuando se transformaron en faenas de pesca artesanal de diversa índole, con línea de mano, palangre vertical y buceo, que empezaron a ganar importancia hacia 1960, con el aumento de la población y el boom del turismo en San Andrés. Hasta el día de hoy, los pescadores artesanales continúan visitando estos cinco bancos de pesca, los cuales son de especial importancia para la pesca artesanal comercial, aunque las dinámicas han cambiado.;En la actualidad, las faenas son más cortas, de aproximadamente una o dos semanas. Las embarcaciones utilizan gasolina y no velas, y el uso de congeladores y hielo facilita el trabajo, pues no es necesario salar o ahumar el pescado. En los cayos del sur aun los pescadores de San Andrés suelen bajarse para dormir, e incluso existe la tradición de dejar alimentos en el cayo, que puedan usar los próximos visitantes. Mientras tanto, en los cayos del norte, con la llegada de los puestos militares en la década de los ochenta los pescadores ya no se bajan con frecuencia, puesto que deben tener autorización para hacerlo, aparte de que prefieren dormir en sus lanchas y barcos, algunos de los cuales ya están acondicionados para ello. Otro cambio clave es la presencia de pescadores industriales, en barcos provenientes del continente que compiten con los artesanales y crean continuas tensiones que no se han resuelto. ;Aun así, pese a los cambios, estos sitios siguen siendo fundamentales para la pesca isleña, y muchos jóvenes pescadores sueñan con la oportunidad de participar en una faena en los cayos, que es también una forma de probar las habilidades en el mar, uno de los grandes orgullos de los hombres isleños. Por otra parte, estos cayos y bancos son poco frecuentados por los turistas a pesar de su impresionante belleza, pues la mayoría se localiza a una distancia considerable de las islas y se carece de una infraestructura adecuada, lo que sin duda también los ha mantenido como lugares paradisiacos y con pocos cambios. Sólo Eastsoutheast Cay o Cayo Bolívar, el más cercano a San Andrés, ofrece esta posibilidad, y existen servicios que llevan visitantes a conocer esta pequeña joya en el medio del mar del archipiélago.;28. Pesca artesanal en Banco Quitasueño
13.32306;-81.3806;images/icon35.png;Navegación salida de carreras Catboats;images/hoyoSoplador.jpg;La navegación ha sido una actividad trascendental para los isleños raizales, quienes han estado vinculados a ésta desde los inicios de la conformación de la sociedad local. Tal actividad permitió establecer una relación entre el archipiélago y los puertos cercanos en Centroamérica y otras islas del Caribe, que fue una garantía para obtener aquellos productos de los que se carecía en las islas y que se constituyó en la base para el intenso intercambio que se hizo con estas regiones, con las cuales hasta hoy los isleños están unidos a través de vínculos de parentesco y amistad. Además, a escala local, la navegación fue fundamental para el desarrollo de la pesca, así como para conectar los diversos lugares de las islas, en una época en que había pocas carreteras y los medios de transporte eran los caballos y las canoas.  Así, el dominio de este arte no fue exclusivo de capitanes y marineros de goletas y otros veleros de gran calado, sino que hasta mujeres y niños aprendieron a velar canoas y catboats, necesarios para las tareas básicas cotidianas, e incluso para la recreación. ;Asociada a la navegación se encuentra la construcción de embarcaciones, una actividad que tuvo también importancia para el archipiélago, desde el siglo XIX y hasta el siglo XX, e incluso hasta la actualidad. Si bien muchas de las grandes goletas que conectaron a las islas hasta la mitad del siglo XX se construyeron en otros sitios, principalmente en Gran Caimán, en las islas también se construyeron algunas, como la Persistence, que ha llamado la atención de los historiadores.  Pero si las embarcaciones de gran calado no fueron tan frecuentes, las pequeñas, como las canoas, los catboats y las lanchas de madera, se construyeron numerosamente en el ámbito local, para lo cual los constructores de embarcaciones desarrollaron un elaborado conocimiento y habilidades específicas, que hoy son un patrimonio cultural en peligro de desaparecer.  ;En la actualidad, no es fácil observar la construcción de una embarcación, en torno a lo cual suele generarse un ambiente festivo donde se juntan trabajadores y espectadores, ya que esto ocurre cada vez con menos frecuencia, pues la madera se está remplazando con la fibra, y aunque existen constructores en fibra, muchos prefieren traer las lanchas desde afuera. Aun así, debe destacarse la persistencia de esta tradición en los constructores de catboats de Providencia y Santa Catalina, quienes aún fabrican ocasionalmente estas lindas embarcaciones, utilizadas por los isleños para realizar regatas, un deporte tradicional que todavía sobrevive, y en el cual se les da vida a los conocimientos de la navegación a vela que todavía existen entre los isleños.  ;;29. Navegación salida de carreras Catboats
13.38239;-81.37311;images/icon23.png;Manglar de Santa Catalina;images/hoyoSoplador.jpg;Los manglares son ecosistemas tropicales de gran importancia para el funcionamiento de la vida en las zonas insulares y costeras y, especialmente, para los arrecifes de coral. Están compuestos por los mangles, unos árboles no muy altos, cuyas raíces largas y estilizadas forman curiosas figuras y se hunden en un fondo fangoso, muchas veces cubierto por el agua del mar. Esto último es su principal característica, pues a diferencia de la mayoría de los árboles, que no pueden sobrevivir mucho tiempo en zonas inundadas o bajo el influjo del mar, los mangles son árboles acostumbrados al ambiente salobre, capaces de vivir en zonas costeras, donde el mar cubre sus raíces de modo permanente u ocasional. Como estas raíces crecen en sitios calmados, donde no hay corrientes y los animales grandes no pueden entrar, los manglares cumplen una notable función al ser los lugares de cría de muchos animales marinos. Así, muchos peces arrecifales, al igual que langostas y otras especies, vienen hasta aquí para desovar y dejar que sus pequeños descendientes crezcan en estas aguas cálidas y tranquilas, hasta que son lo suficientemente grandes para aventurarse en el mar.  También las raíces y los fondos de los manglares sirven de hogar a otros animales, como ostras y cangrejos, esponjas y anémonas. Y sus ramas sirven de refugio de aves marinas y costeras, como garzas y gaviotas, que hacen sus nidos y crían a sus pequeños, alimentándose de los otros animales que viven allí. En Providencia puedes visitar el manglar de Southwest Bay, que queda al lado de una de las playas más hermosas de la isla, así como el que está ubicado en Santa Catalina.;;;;30. Manglar de Santa Catalina
13.36251;-81.35651;images/icon22.png;Mc Bean Lagoon;images/hoyoSoplador.jpg;El manglar más grande de Providencia recibe el nombre de McBean Lagoon, está localizado entre los sectores de Mountain y Rocky Point y se puede observar cuando la avioneta despega del aeropuerto El Embrujo, que se encuentra en su periferia. De un verde brillante, este manglar tiene dos lagunas interiores, la más grande de las cuales recibe el nombre de Oyster Creek, seguramente por la presencia de ostras, aunque éstas parece que nunca se hubieran recolectado para el consumo de los isleños. Pero si bien las ostras no se han utilizado, el manglar ha tenido otros usos tradicionales para el pueblo raizal, entre los cuales se destaca la captura de sardinas con atarrayas, una de las carnadas más empleadas por los pescadores artesanales y también apreciadas para el consumo en las casas. De ellos se extraía además madera para fabricar carbón para cocinar, al igual que los taninos de los mangles rojos, usados para tinturar y proteger los pisos de las casas de madera por cuanto dejan el agua de un color púrpura.;Por su importancia biológica, el manglar de McBean, junto con una porción del arrecife barrera que se localiza justo enfrente, y los cayos Tres Hermanos y Cangrejo fueron declarados Parque Nacional Natural durante los años noventa, con el apoyo de la comunidad isleña. A consecuencia de esto, y también de los cambios en las formas de vida y los nuevos tiempos, algunas de las actividades practicadas antiguamente han desaparecido, como la utilización de los taninos, o están controladas, como el empleo del carbón, para evitar el daño del ecosistema. No obstante, nuevas formas de uso también se configuran, a través principalmente del turismo ecológico y comunitario, en actividades como la observación de aves, el kayaking y las caminatas ecológicas, en las que resulta indispensable el acompañamiento de guías locales. Hoy es posible visitar el manglar gracias a un sendero que ingresa por el sector de Maracaibo, cerca de la cancha de sóftbol, y desemboca dentro del manglar, en un mirador que permite una linda vista sobre Cayo Cangrejo. O desde el mar, saliendo en kayak desde el sector de Maracaibo y llegando al manglar, al que puede accederse por entre los túneles que forman los árboles sobre el agua, hasta Oyster Creek, donde se observa una imponente vista de las montañas de Providencia.;;;31. Mc Bean Lagoon
13.33538;-81.39152;images/icon23.png;Manglar de Southwest Bay;images/hoyoSoplador.jpg;Los manglares son ecosistemas tropicales de gran importancia para el funcionamiento de la vida en las zonas insulares y costeras y, especialmente, para los arrecifes de coral. Están compuestos por los mangles, unos árboles no muy altos, cuyas raíces largas y estilizadas forman curiosas figuras y se hunden en un fondo fangoso, muchas veces cubierto por el agua del mar. Esto último es su principal característica, pues a diferencia de la mayoría de los árboles, que no pueden sobrevivir mucho tiempo en zonas inundadas o bajo el influjo del mar, los mangles son árboles acostumbrados al ambiente salobre, capaces de vivir en zonas costeras, donde el mar cubre sus raíces de modo permanente u ocasional. Como estas raíces crecen en sitios calmados, donde no hay corrientes y los animales grandes no pueden entrar, los manglares cumplen una notable función al ser los lugares de cría de muchos animales marinos. Así, muchos peces arrecifales, al igual que langostas y otras especies, vienen hasta aquí para desovar y dejar que sus pequeños descendientes crezcan en estas aguas cálidas y tranquilas, hasta que son lo suficientemente grandes para aventurarse en el mar.  También las raíces y los fondos de los manglares sirven de hogar a otros animales, como ostras y cangrejos, esponjas y anémonas. Y sus ramas sirven de refugio de aves marinas y costeras, como garzas y gaviotas, que hacen sus nidos y crían a sus pequeños, alimentándose de los otros animales que viven allí. En Providencia puedes visitar el manglar de Southwest Bay, que queda al lado de una de las playas más hermosas de la isla, así como el que está ubicado en Santa Catalina.;;;;32. Manglar de Southwest Bay
13.34632;-81.37181;images/icon48.png;The Peak;images/hoyoSoplador.jpg;Providencia y Santa Catalina son islas montañosas debido a su origen volcánico. Emergieron hace millones de años del fondo del mar como resultado de una explosión submarina, mientras que San Andrés es una isla mucho más plana y con menos elevaciones a causa de su origen coralino. Quien llega a Providencia, por mar o por aire, puede apreciar desde lejos las curvas de las montañas providencianas, que según la época cambian de color: verdes en épocas de lluvia, amarillas durante la sequía y en ocasiones teñidas de manchas rojas y amarillas, cuando florecen algunos de los árboles locales, como los flamboyanes o Fleming Tree.;Entre todas las montañas de las islas, la mayoría de las cuales tienen nombres puestos por los ancestros, se destaca la más alta de todas, conocida como The Peak o El Pico, desde la cual es posible apreciar una panorámica de 360 grados que incluye una vista sobre Santa Catalina y la barrera de coral, de 32 kilómetros de extensión, que protege a las islas. La parte alta, donde se encuentra el mirador, fue declarada parque natural regional en la última década, con el objetivo de proteger una parte del bosque seco que todavía se conserva, así como el nacimiento de cinco de los principales arroyos de agua dulce que surten a los habitantes de Providencia.;Pero no es sólo la parte alta de esta montaña la que llama la atención, sino todo el sendero que conduce hasta arriba, el cual permite disfrutar del bosque seco de Providencia, uno de los mejor conservados del Caribe, al igual que observar algunas de las actividades tradicionales de los isleños, como la agricultura y la ganadería, y más aún, con un buen guía, aprender sobre la historia y la memoria locales y sobre diversos usos y tradiciones que tienen lugar allí.  Entre las memorias que vale la pena rescatar están aquellas sobre los usos dados al agua en la zona de Provision Ground, un sector intermedio donde abundan los manantiales y que en otros tiempos se usó para la recolección de agua. Las épocas de los grandes cultivos de naranja y gungu –el mismo guandul–, los cuales cubrían gran parte de las zonas bajas y se exportaban a San Andrés y Centroamérica en goletas que visitaban las islas para ello, y la presencia de espías alemanes que habitaron en la parte alta durante la Segunda Guerra Mundial, al parecer para vigilar la zona y establecer vínculos locales, los cuales les servían para comprar gasolina y otros productos útiles para los submarinos que circulaban por la zona. ;Mientras tanto, en relación con los usos tradicionales, además de la agricultura de subsistencia, que es posible observar en varios de los terrenos que bordean el camino, y la ganadería, que también está presente en la zona, llama la atención la recolección de cangrejo negro, una de las principales actividades económicas de los habitantes del sector de Bottom House, donde precisamente comienza el sendero. El cangrejo negro, un habitante del bosque seco que sin embargo nace en el mar, es una de las delicias de la comida isleña. Hoy en día decenas de familias lo recolectan en la montaña y después le sacan la carne, una parte de la cual venden y la otra la dejan para su consumo.  Los caminos que se encuentran en la base de The Peak son el hábitat de este animalito, buscado durante la noche por hombres, mujeres y niños, a pie o a caballo.Igualmente, este sendero es una zona abundante en plantas medicinales y otras plantas útiles, las primeras usadas por los isleños para tratar diversas enfermedades, así como para fortalecer el cuerpo, y las segundas para obtener materiales como la madera, usada en la construcción de casas, piezas de embarcaciones o cercas, o el algodón de las imponentes ceibas, del cual se fabrican almohadas y colchones a la moda antigua. De esta manera, un recorrido por el sendero que conduce a The Peak, acompañado de un conocedor local, permite tener un acercamiento a la belleza natural y riqueza cultural de Providencia y Santa Catalina, lo que sin duda lo convierte en un lugar emblemático de las islas.;33. The Peak
13.35883;-81.35915;images/icon46.png;Aeropuerto El Embrujo;images/hoyoSoplador.jpg;;;;;34. Aeropuerto El Embrujo
13.38594;-81.37968;images/icon44.png;Fuerte Warwick;images/hoyoSoplador.jpg;El territorio es un vínculo que une a los miembros de una comunidad, así como a estos con su pasado, su presente y su futuro. Por tal motivo, en el territorio se inscriben dispositivos de la memoria y la historia, nombres u objetos que ayudan a las comunidades a recordar sucesos o procesos pasados. Con frecuencia, estos nombres u objetos son el último vestigio de lo que ocurrió, y en la medida en que desaparecen, también lo hacen las historias asociadas a ellos. Para el pueblo raizal, que posee una cultura donde la oralidad es fundamental, estos lugares son muy importantes, pues cumplen un papel clave para la transmisión de la memoria y la historia local hacia las nuevas generaciones. No obstante, con el paso del tiempo, muchos de estos lugares y sus nombres han empezado a olvidarse, al tiempo que varios han sido sustituidos por nombres nuevos, traídos por los habitantes más recientes, lo cual amenaza la memoria y la historia de los raizales.;;;;35. Fuerte Warwick
